Número de empresas utilizando a estratégia 1 (final),3
Número de empresas utilizando a estratégia 2 (final),1
Número de empresas utilizando a estratégia 3 (final),6
Número de empresas utilizando a estratégia 1 (começo),3
Número de empresas utilizando a estratégia 2 (começo),1
Número de empresas utilizando a estratégia 3 (começo),6
Número de empresas (final),10
Número de consumidores (final),77
