Número de empresas utilizando a estratégia 1 (final),0
Número de empresas utilizando a estratégia 2 (final),0
Número de empresas utilizando a estratégia 3 (final),10
Número de empresas utilizando a estratégia 1 (começo),0
Número de empresas utilizando a estratégia 2 (começo),0
Número de empresas utilizando a estratégia 3 (começo),10
Número de empresas (final),4
Número de consumidores (final),56
